date,flow,pressure
5/19/2023 12:00,144,16.5
5/19/2023 13:00,136,17
5/19/2023 14:00,132,18
5/19/2023 15:00,132,17.5
5/19/2023 16:00,140,16.5
5/19/2023 17:00,144,15
5/19/2023 18:00,156,14
5/19/2023 19:00,148,14.5
5/19/2023 20:00,156,15.5
5/19/2023 21:00,144,16.5
5/19/2023 22:00,144,17
5/19/2023 23:00,124,16
5/20/2023 0:00,112,17
5/20/2023 1:00,100,17.5
5/20/2023 2:00,92,18
5/20/2023 3:00,84,17.5
5/20/2023 4:00,84,17.5
5/20/2023 5:00,96,17
5/20/2023 6:00,116,15
5/20/2023 7:00,152,16
5/20/2023 8:00,156,16
5/20/2023 9:00,144,16
5/20/2023 10:00,152,16.5
5/20/2023 11:00,172,16
5/20/2023 12:00,176,16
5/20/2023 13:00,168,17
5/20/2023 14:00,164,17
5/20/2023 15:00,156,16
5/20/2023 16:00,168,16
5/20/2023 17:00,180,14.5
5/20/2023 18:00,180,15
5/20/2023 19:00,184,15.5
5/20/2023 20:00,176,16
5/20/2023 21:00,164,16.5
5/20/2023 22:00,164,17
5/20/2023 23:00,156,18
5/21/2023 0:00,132,17
5/21/2023 1:00,116,17
5/21/2023 2:00,112,17.5
5/21/2023 3:00,100,17
5/21/2023 4:00,100,17
5/21/2023 5:00,116,17
5/21/2023 6:00,132,15.5
5/21/2023 7:00,168,16
5/21/2023 8:00,172,16
5/21/2023 9:00,164,16
5/21/2023 10:00,172,16
5/21/2023 11:00,164,16
5/21/2023 12:00,160,16
5/21/2023 13:00,168,17
5/21/2023 14:00,156,16.5
5/21/2023 15:00,152,16.5
5/21/2023 16:00,148,16
5/21/2023 17:00,172,15.5
5/21/2023 18:00,180,15.5
5/21/2023 19:00,192,15.5
5/21/2023 20:00,184,16.5
5/21/2023 21:00,160,16.5
5/21/2023 22:00,160,16
5/21/2023 23:00,140,16.5
5/22/2023 0:00,116,16
5/22/2023 1:00,120,16.5
5/22/2023 2:00,112,17.5
5/22/2023 3:00,112,18
5/22/2023 4:00,112,18
5/22/2023 5:00,116,16.5
5/22/2023 6:00,140,16
5/22/2023 7:00,168,15.5
5/22/2023 8:00,176,16
5/22/2023 9:00,168,16
5/22/2023 10:00,160,16
5/22/2023 11:00,172,16
5/22/2023 12:00,160,15.5
5/22/2023 13:00,148,16
5/22/2023 14:00,144,17
5/22/2023 15:00,136,16
5/22/2023 16:00,148,16
5/22/2023 17:00,160,16
5/22/2023 18:00,188,14.5
5/22/2023 19:00,180,15
5/22/2023 20:00,180,15.5
5/22/2023 21:00,164,16
5/22/2023 22:00,160,16
5/22/2023 23:00,152,16
5/23/2023 0:00,128,17
5/23/2023 1:00,116,17
5/23/2023 2:00,116,18
5/23/2023 3:00,116,18.5
5/23/2023 4:00,112,18.5
5/23/2023 5:00,116,18
5/23/2023 6:00,136,15
5/23/2023 7:00,172,15.5
5/23/2023 8:00,168,16
5/23/2023 9:00,156,16
5/23/2023 10:00,160,16.5
5/23/2023 11:00,160,16.5
5/23/2023 12:00,156,16.5
5/23/2023 13:00,152,16.5
5/23/2023 14:00,136,16.5
5/23/2023 15:00,136,16.5
5/23/2023 16:00,136,17
5/23/2023 17:00,152,16
5/23/2023 18:00,164,15.5
5/23/2023 19:00,164,15
5/23/2023 20:00,156,16.5
5/23/2023 21:00,156,16
5/23/2023 22:00,144,16
5/23/2023 23:00,136,16
5/24/2023 0:00,108,17.5
5/24/2023 1:00,108,17.5
5/24/2023 2:00,100,18
5/24/2023 3:00,96,18
5/24/2023 4:00,96,17.5
5/24/2023 5:00,108,17.5
5/24/2023 6:00,140,16
5/24/2023 7:00,168,15.5
5/24/2023 8:00,160,16
5/24/2023 9:00,164,16.5
5/24/2023 10:00,152,16.5
5/24/2023 11:00,160,16.5
5/24/2023 12:00,168,16.5
5/24/2023 13:00,152,16.5
5/24/2023 14:00,140,17
5/24/2023 15:00,132,17.5
5/24/2023 16:00,120,17
5/24/2023 17:00,164,16
5/24/2023 18:00,176,16
5/24/2023 19:00,172,16.5
5/24/2023 20:00,160,17
5/24/2023 21:00,152,17
5/24/2023 22:00,148,17
5/24/2023 23:00,144,19
5/25/2023 0:00,108,18
5/25/2023 1:00,100,17.5
5/25/2023 2:00,96,18
5/25/2023 3:00,96,18.5
5/25/2023 4:00,96,18.5
5/25/2023 5:00,108,18
5/25/2023 6:00,140,18
5/25/2023 7:00,148,16
5/25/2023 8:00,172,16.5
5/25/2023 9:00,160,17
5/25/2023 10:00,160,17
5/25/2023 11:00,148,17
5/25/2023 12:00,156,17
5/25/2023 13:00,156,17
5/25/2023 14:00,140,18
5/25/2023 15:00,136,17.5
5/25/2023 16:00,168,18
5/25/2023 17:00,260,15.5
5/25/2023 18:00,232,15
5/25/2023 19:00,256,15
5/25/2023 20:00,260,16.5
5/25/2023 21:00,172,16
5/25/2023 22:00,156,16.5
5/25/2023 23:00,136,16.5
5/26/2023 0:00,116,16.5
5/26/2023 1:00,120,18
5/26/2023 2:00,108,18
5/26/2023 3:00,104,18.5
5/26/2023 4:00,104,18.5
5/26/2023 5:00,108,17
5/26/2023 6:00,136,16
5/26/2023 7:00,160,15.5
5/26/2023 8:00,168,16.5
5/26/2023 9:00,156,16.5
5/26/2023 10:00,160,17
5/26/2023 11:00,156,17
5/26/2023 12:00,160,17
5/26/2023 13:00,144,17
5/26/2023 14:00,140,17
5/26/2023 15:00,140,17
5/26/2023 16:00,144,17
5/26/2023 17:00,160,16.5
5/26/2023 18:00,164,15
5/26/2023 19:00,176,15.5
5/26/2023 20:00,168,16.5
5/26/2023 21:00,152,17
5/26/2023 22:00,140,16
5/26/2023 23:00,128,16.5
5/27/2023 0:00,116,17
5/27/2023 1:00,112,18
5/27/2023 2:00,104,18
5/27/2023 3:00,104,18.5
5/27/2023 4:00,100,18.5
5/27/2023 5:00,108,18
5/27/2023 6:00,132,16
5/27/2023 7:00,156,17
5/27/2023 8:00,160,16.5
5/27/2023 9:00,184,19
5/27/2023 10:00,172,19
5/27/2023 11:00,176,18.5
5/27/2023 12:00,172,19
5/27/2023 13:00,160,19
5/27/2023 14:00,124,16
5/27/2023 15:00,140,16
5/27/2023 16:00,156,16.5
5/27/2023 17:00,152,15.5
5/27/2023 18:00,160,16
5/27/2023 19:00,164,15.5
5/27/2023 20:00,160,16.5
5/27/2023 21:00,156,16.5
5/27/2023 22:00,148,16.5
5/27/2023 23:00,140,17
5/28/2023 0:00,116,16
5/28/2023 1:00,116,17.5
5/28/2023 2:00,108,18
5/28/2023 3:00,108,18.5
5/28/2023 4:00,108,18.5
5/28/2023 5:00,108,18.5
5/28/2023 6:00,116,15
5/28/2023 7:00,144,16.5
5/28/2023 8:00,148,16
5/28/2023 9:00,152,16.5
5/28/2023 10:00,144,15.5
5/28/2023 11:00,144,15.5
5/28/2023 12:00,160,15
5/28/2023 13:00,144,16.5
5/28/2023 14:00,144,16.5
5/28/2023 15:00,140,17
5/28/2023 16:00,144,16.5
5/28/2023 17:00,164,17
5/28/2023 18:00,164,16.5
5/28/2023 19:00,160,16
5/28/2023 20:00,164,17
5/28/2023 21:00,160,17.5
5/28/2023 22:00,152,18
5/28/2023 23:00,144,19
5/29/2023 0:00,116,17.5
5/29/2023 1:00,104,18
5/29/2023 2:00,104,18.5
5/29/2023 3:00,100,19
5/29/2023 4:00,96,19
5/29/2023 5:00,116,19.5
5/29/2023 6:00,124,16.5
5/29/2023 7:00,152,16.5
5/29/2023 8:00,156,16.5
5/29/2023 9:00,152,16.5
5/29/2023 10:00,148,16
5/29/2023 11:00,144,16
5/29/2023 12:00,152,16
5/29/2023 13:00,148,16.5
5/29/2023 14:00,140,17
5/29/2023 15:00,136,17.5
5/29/2023 16:00,144,17
5/29/2023 17:00,152,17
5/29/2023 18:00,160,16.5
5/29/2023 19:00,176,16
5/29/2023 20:00,180,16.5
5/29/2023 21:00,160,17
5/29/2023 22:00,152,16.5
5/29/2023 23:00,132,16
5/30/2023 0:00,104,16
5/30/2023 1:00,112,17.5
5/30/2023 2:00,104,18
5/30/2023 3:00,100,19
5/30/2023 4:00,100,19
5/30/2023 5:00,100,17.5
5/30/2023 6:00,124,15.5
5/30/2023 7:00,148,16
5/30/2023 8:00,156,16
5/30/2023 9:00,152,17
5/30/2023 10:00,156,16.5
5/30/2023 11:00,152,16.5
5/30/2023 12:00,152,16.5
5/30/2023 13:00,148,17
5/30/2023 14:00,136,16.5
5/30/2023 15:00,132,16.5
5/30/2023 16:00,140,16.5
5/30/2023 17:00,148,16.5
5/30/2023 18:00,168,16.5
5/30/2023 19:00,176,16
5/30/2023 20:00,168,16
5/30/2023 21:00,152,16.5
5/30/2023 22:00,148,16
5/30/2023 23:00,132,15.5
5/31/2023 0:00,116,17
5/31/2023 1:00,108,17.5
5/31/2023 2:00,112,18
5/31/2023 3:00,104,19
5/31/2023 4:00,104,18.5
5/31/2023 5:00,112,18.5
5/31/2023 6:00,124,16
5/31/2023 7:00,152,16
5/31/2023 8:00,156,16
5/31/2023 9:00,152,16.5
5/31/2023 10:00,156,16.5
5/31/2023 11:00,144,16.5
5/31/2023 12:00,148,16.5
5/31/2023 13:00,148,16.5
5/31/2023 14:00,136,17.5
5/31/2023 15:00,144,17
5/31/2023 16:00,136,17
5/31/2023 17:00,156,15.5
5/31/2023 18:00,176,16
5/31/2023 19:00,176,16.5
5/31/2023 20:00,172,17.5
5/31/2023 21:00,156,17
5/31/2023 22:00,148,16.5
5/31/2023 23:00,120,16.5
6/1/2023 0:00,124,17.5
6/1/2023 1:00,108,17.5
6/1/2023 2:00,108,18
6/1/2023 3:00,100,18
6/1/2023 4:00,100,17.5
6/1/2023 5:00,104,17.5
6/1/2023 6:00,144,17.5
6/1/2023 7:00,156,16.5
6/1/2023 8:00,168,16
6/1/2023 9:00,260,15
6/1/2023 10:00,216,15.5
6/1/2023 11:00,244,14.5
6/1/2023 12:00,180,15.5
6/1/2023 13:00,172,16.5
6/1/2023 14:00,164,17
6/1/2023 15:00,152,16.5
6/1/2023 16:00,168,16
6/1/2023 17:00,184,16.5
6/1/2023 18:00,192,16
6/1/2023 19:00,188,16
6/1/2023 20:00,184,16
6/1/2023 21:00,176,17
6/1/2023 22:00,160,17
6/1/2023 23:00,152,17
6/2/2023 0:00,136,16
6/2/2023 1:00,128,17
6/2/2023 2:00,124,17.5
6/2/2023 3:00,120,18
6/2/2023 4:00,124,18.5
6/2/2023 5:00,120,17
6/2/2023 6:00,160,18
6/2/2023 7:00,180,17
6/2/2023 8:00,188,16.5
6/2/2023 9:00,180,17.5
6/2/2023 10:00,168,17
6/2/2023 11:00,172,17
6/2/2023 12:00,176,16.5
6/2/2023 13:00,160,17
6/2/2023 14:00,148,17.5
6/2/2023 15:00,164,17
6/2/2023 16:00,168,16.5
6/2/2023 17:00,192,17
6/2/2023 18:00,188,16
6/2/2023 19:00,200,16
6/2/2023 20:00,164,16
6/2/2023 21:00,156,17
6/2/2023 22:00,140,16
6/2/2023 23:00,136,15.5
6/3/2023 0:00,112,15
6/3/2023 1:00,116,16.5
6/3/2023 2:00,112,17
6/3/2023 3:00,112,17.5
6/3/2023 4:00,108,18
6/3/2023 5:00,116,16.5
6/3/2023 6:00,124,15.5
6/3/2023 7:00,144,14.5
6/3/2023 8:00,164,15
6/3/2023 9:00,184,17
6/3/2023 10:00,180,16.5
6/3/2023 11:00,180,16.5
6/3/2023 12:00,180,17
6/3/2023 13:00,140,15.5
6/3/2023 14:00,124,15.5
6/3/2023 15:00,132,16
6/3/2023 16:00,152,15.5
6/3/2023 17:00,160,14.5
6/3/2023 18:00,140,15.5
6/3/2023 19:00,160,16
6/3/2023 20:00,172,16.5
6/3/2023 21:00,164,16
6/3/2023 22:00,148,16.5
6/3/2023 23:00,124,15.5
6/4/2023 0:00,112,15.5
6/4/2023 1:00,108,16.5
6/4/2023 2:00,108,17.5
6/4/2023 3:00,108,18
6/4/2023 4:00,104,18
6/4/2023 5:00,108,16.5
6/4/2023 6:00,116,17.5
6/4/2023 7:00,136,16
6/4/2023 8:00,144,15
6/4/2023 9:00,144,15.5
6/4/2023 10:00,164,15.5
6/4/2023 11:00,164,15
6/4/2023 12:00,156,15.5
6/4/2023 13:00,160,16
6/4/2023 14:00,160,16.5
6/4/2023 15:00,136,16
6/4/2023 16:00,144,15.5
6/4/2023 17:00,148,15
6/4/2023 18:00,160,15
6/4/2023 19:00,160,14.5
6/4/2023 20:00,164,15.5
6/4/2023 21:00,180,15.5
6/4/2023 22:00,136,15
6/4/2023 23:00,128,16.5
6/5/2023 0:00,116,15.5
6/5/2023 1:00,104,16.5
6/5/2023 2:00,108,17.5
6/5/2023 3:00,108,18
6/5/2023 4:00,92,17.5
6/5/2023 5:00,100,17
6/5/2023 6:00,132,16.5
6/5/2023 7:00,140,15.5
6/5/2023 8:00,148,16
6/5/2023 9:00,156,16.5
6/5/2023 10:00,152,16.5
6/5/2023 11:00,152,16.5
6/5/2023 12:00,160,16
6/5/2023 13:00,148,17
6/5/2023 14:00,132,16
6/5/2023 15:00,136,16
6/5/2023 16:00,136,16
6/5/2023 17:00,144,15
6/5/2023 18:00,164,15
6/5/2023 19:00,168,15
6/5/2023 20:00,152,15.5
6/5/2023 21:00,160,15
6/5/2023 22:00,148,15.5
6/5/2023 23:00,140,17
6/6/2023 0:00,112,16
6/6/2023 1:00,108,16.5
6/6/2023 2:00,104,17.5
6/6/2023 3:00,100,18
6/6/2023 4:00,92,17.5
6/6/2023 5:00,108,17
6/6/2023 6:00,132,16.5
6/6/2023 7:00,148,16
6/6/2023 8:00,160,16
6/6/2023 9:00,144,16.5
6/6/2023 10:00,132,15.5
6/6/2023 11:00,144,15.5
6/6/2023 12:00,140,16
6/6/2023 13:00,144,16
6/6/2023 14:00,144,16.5
6/6/2023 15:00,136,17
6/6/2023 16:00,132,17
6/6/2023 17:00,160,16.5
6/6/2023 18:00,156,16
6/6/2023 19:00,156,16
6/6/2023 20:00,156,16
6/6/2023 21:00,156,16.5
6/6/2023 22:00,148,16.5
6/6/2023 23:00,120,16
6/7/2023 0:00,108,16.5
6/7/2023 1:00,100,17
6/7/2023 2:00,104,18
6/7/2023 3:00,104,18.5
6/7/2023 4:00,100,18.5
6/7/2023 5:00,104,17
6/7/2023 6:00,120,16.5
6/7/2023 7:00,156,15
6/7/2023 8:00,148,16
6/7/2023 9:00,176,17
6/7/2023 10:00,136,17
6/7/2023 11:00,160,17
6/7/2023 12:00,136,17
6/7/2023 13:00,144,17
6/7/2023 14:00,124,17
6/7/2023 15:00,132,16.5
6/7/2023 16:00,124,16.5
6/7/2023 17:00,140,16
6/7/2023 18:00,168,15
6/7/2023 19:00,164,15.5
6/7/2023 20:00,160,16
6/7/2023 21:00,144,16
6/7/2023 22:00,128,16
6/7/2023 23:00,116,15
6/8/2023 0:00,104,16
6/8/2023 1:00,100,17.5
6/8/2023 2:00,104,18
6/8/2023 3:00,96,18.5
6/8/2023 4:00,104,18.5
6/8/2023 5:00,108,18.5
6/8/2023 6:00,104,16.5
6/8/2023 7:00,148,15.5
6/8/2023 8:00,152,16.5
6/8/2023 9:00,136,16
6/8/2023 10:00,172,16.5
6/8/2023 11:00,168,14.5
6/8/2023 12:00,128,14
6/8/2023 13:00,132,14.5
6/8/2023 14:00,136,15.5
6/8/2023 15:00,124,15.5
6/8/2023 16:00,136,15
6/8/2023 17:00,160,15
6/8/2023 18:00,148,15
6/8/2023 19:00,180,14.5
6/8/2023 20:00,172,15.5
6/8/2023 21:00,160,15.5
6/8/2023 22:00,148,15.5
6/8/2023 23:00,148,15
6/9/2023 0:00,108,15.5
6/9/2023 1:00,108,16.5
6/9/2023 2:00,112,17
6/9/2023 3:00,100,17
6/9/2023 4:00,96,17.5
6/9/2023 5:00,96,17
6/9/2023 6:00,128,16
6/9/2023 7:00,148,15.5
6/9/2023 8:00,124,15.5
6/9/2023 9:00,128,15.5
6/9/2023 10:00,148,15.5
6/9/2023 11:00,140,15.5
6/9/2023 12:00,152,14.5
6/9/2023 13:00,132,15.5
6/9/2023 14:00,136,15.5
6/9/2023 15:00,140,16
6/9/2023 16:00,140,15.5
6/9/2023 17:00,196,16.5
6/9/2023 18:00,160,16
6/9/2023 19:00,164,16
6/9/2023 20:00,184,16.5
6/9/2023 21:00,152,16.5
6/9/2023 22:00,172,17
6/9/2023 23:00,152,16
6/10/2023 0:00,128,16.5
6/10/2023 1:00,128,17
6/10/2023 2:00,112,18
6/10/2023 3:00,104,19
6/10/2023 4:00,120,19
6/10/2023 5:00,124,18
6/10/2023 6:00,136,16.5
6/10/2023 7:00,164,16
6/10/2023 8:00,156,16
6/10/2023 9:00,176,16.5
6/10/2023 10:00,196,16
6/10/2023 11:00,176,17
6/10/2023 12:00,192,16.5
6/10/2023 13:00,168,16
6/10/2023 14:00,132,16.5
6/10/2023 15:00,156,16
6/10/2023 16:00,164,16
6/10/2023 17:00,204,16
6/10/2023 18:00,144,16.5
6/10/2023 19:00,176,16.5
6/10/2023 20:00,232,17
6/10/2023 21:00,140,16
6/10/2023 22:00,152,16
6/10/2023 23:00,100,14.5
6/11/2023 0:00,120,16
6/11/2023 1:00,112,17
6/11/2023 2:00,120,17.5
6/11/2023 3:00,124,18.5
6/11/2023 4:00,108,18.5
6/11/2023 5:00,120,18
6/11/2023 6:00,124,16
6/11/2023 7:00,160,16
6/11/2023 8:00,168,15.5
6/11/2023 9:00,152,15.5
6/11/2023 10:00,156,15.5
6/11/2023 11:00,156,16
6/11/2023 12:00,168,16.5
6/11/2023 13:00,212,17
6/11/2023 14:00,172,17.5
6/11/2023 15:00,180,16.5
6/11/2023 16:00,140,16
6/11/2023 17:00,212,16
6/11/2023 18:00,196,16.5
6/11/2023 19:00,136,16.5
6/11/2023 20:00,152,17
6/11/2023 21:00,156,16.5
6/11/2023 22:00,144,16
6/11/2023 23:00,132,16
6/12/2023 0:00,136,16.5
6/12/2023 1:00,124,17.5
6/12/2023 2:00,120,18.5
6/12/2023 3:00,104,18.5
6/12/2023 4:00,112,19
6/12/2023 5:00,116,18
6/12/2023 6:00,140,17
6/12/2023 7:00,160,16
6/12/2023 8:00,172,16
6/12/2023 9:00,164,16.5
6/12/2023 10:00,152,16
6/12/2023 11:00,160,16
6/12/2023 12:00,152,15.5
6/12/2023 13:00,156,16.5
6/12/2023 14:00,152,17
6/12/2023 15:00,148,17
6/12/2023 16:00,152,16.5
6/12/2023 17:00,156,16
6/12/2023 18:00,172,16.5
6/12/2023 19:00,168,15.5
6/12/2023 20:00,164,16.5
6/12/2023 21:00,168,16.5
6/12/2023 22:00,160,16.5
6/12/2023 23:00,168,17
6/13/2023 0:00,112,16.5
6/13/2023 1:00,116,17
6/13/2023 2:00,112,18
6/13/2023 3:00,116,19
6/13/2023 4:00,100,17.5
6/13/2023 5:00,108,17.5
6/13/2023 6:00,136,16.5
6/13/2023 7:00,156,15.5
6/13/2023 8:00,184,16.5
6/13/2023 9:00,160,16.5
6/13/2023 10:00,152,17
6/13/2023 11:00,164,16.5
6/13/2023 12:00,156,16.5
6/13/2023 13:00,156,17
6/13/2023 14:00,148,16.5
6/13/2023 15:00,144,15.5
6/13/2023 16:00,144,16
6/13/2023 17:00,176,16
6/13/2023 18:00,188,16.5
6/13/2023 19:00,192,16
6/13/2023 20:00,200,16.5
6/13/2023 21:00,192,17
6/13/2023 22:00,176,17.5
6/13/2023 23:00,156,18
6/14/2023 0:00,128,18
6/14/2023 1:00,112,17.5
6/14/2023 2:00,112,18
6/14/2023 3:00,108,18.5
6/14/2023 4:00,100,18
6/14/2023 5:00,116,17.5
6/14/2023 6:00,144,16
6/14/2023 7:00,184,16.5
6/14/2023 8:00,176,16.5
6/14/2023 9:00,168,16.5
6/14/2023 10:00,172,16.5
6/14/2023 11:00,168,16.5
6/14/2023 12:00,172,16.5
6/14/2023 13:00,164,16.5
6/14/2023 14:00,148,16.5
6/14/2023 15:00,148,16.5
6/14/2023 16:00,156,16.5
6/14/2023 17:00,168,16
6/14/2023 18:00,180,16
6/14/2023 19:00,180,16
6/14/2023 20:00,180,16.5
6/14/2023 21:00,164,17
6/14/2023 22:00,152,16.5
6/14/2023 23:00,136,16.5
6/15/2023 0:00,112,16.5
6/15/2023 1:00,116,17
6/15/2023 2:00,108,18
6/15/2023 3:00,108,18.5
6/15/2023 4:00,108,18.5
6/15/2023 5:00,112,17.5
6/15/2023 6:00,136,17.5
6/15/2023 7:00,168,15.5
6/15/2023 8:00,180,16.5
6/15/2023 9:00,168,16.5
6/15/2023 10:00,160,16.5
6/15/2023 11:00,176,16.5
6/15/2023 12:00,168,16
6/15/2023 13:00,172,17.5
6/15/2023 14:00,144,17
6/15/2023 15:00,136,16.5
6/15/2023 16:00,156,16
6/15/2023 17:00,172,16
6/15/2023 18:00,188,16
6/15/2023 19:00,192,16
6/15/2023 20:00,176,16.5
6/15/2023 21:00,172,17.5
6/15/2023 22:00,168,17
6/15/2023 23:00,132,15.5
6/16/2023 0:00,112,16
6/16/2023 1:00,108,17
6/16/2023 2:00,108,18
6/16/2023 3:00,108,18.5
6/16/2023 4:00,108,18.5
6/16/2023 5:00,112,17
6/16/2023 6:00,140,16.5
6/16/2023 7:00,160,16
6/16/2023 8:00,164,15.5
6/16/2023 9:00,160,16
6/16/2023 10:00,156,15.5
6/16/2023 11:00,164,16
6/16/2023 12:00,168,15.5
6/16/2023 13:00,152,16.5
6/16/2023 14:00,152,17
6/16/2023 15:00,156,16.5
6/16/2023 16:00,148,16.5
6/16/2023 17:00,176,16
6/16/2023 18:00,188,15.5
6/16/2023 19:00,188,16.5
6/16/2023 20:00,180,16.5
6/16/2023 21:00,160,17
6/16/2023 22:00,156,16
6/16/2023 23:00,140,16.5
6/17/2023 0:00,128,16.5
6/17/2023 1:00,116,17.5
6/17/2023 2:00,116,18
6/17/2023 3:00,100,18
6/17/2023 4:00,108,18
6/17/2023 5:00,112,18
6/17/2023 6:00,136,17.5
6/17/2023 7:00,164,17
6/17/2023 8:00,180,16.5
6/17/2023 9:00,168,16.5
6/17/2023 10:00,168,16
6/17/2023 11:00,172,16
6/17/2023 12:00,172,16.5
6/17/2023 13:00,172,15.5
6/17/2023 14:00,156,17
6/17/2023 15:00,160,16
6/17/2023 16:00,160,15.5
6/17/2023 17:00,184,15.5
6/17/2023 18:00,188,16
6/17/2023 19:00,200,16
6/17/2023 20:00,176,17
6/17/2023 21:00,164,18
6/17/2023 22:00,168,17.5
6/17/2023 23:00,168,18.5
6/18/2023 0:00,140,16.5
6/18/2023 1:00,124,17.5
6/18/2023 2:00,116,18
6/18/2023 3:00,124,18.5
6/18/2023 4:00,112,19
6/18/2023 5:00,108,18
6/18/2023 6:00,140,18
6/18/2023 7:00,140,17.5
6/18/2023 8:00,164,17
6/18/2023 9:00,168,17
6/18/2023 10:00,168,16.5
6/18/2023 11:00,200,16.5
6/18/2023 12:00,172,16.5
6/18/2023 13:00,172,16.5
6/18/2023 14:00,144,17
6/18/2023 15:00,144,17
6/18/2023 16:00,160,17.5
6/18/2023 17:00,160,17
6/18/2023 18:00,144,17.5
6/18/2023 19:00,216,17
6/18/2023 20:00,200,17
6/18/2023 21:00,192,17
6/18/2023 22:00,144,16.5
6/18/2023 23:00,148,16.5
6/19/2023 0:00,120,16.5
6/19/2023 1:00,124,17.5
6/19/2023 2:00,120,18.5
6/19/2023 3:00,112,19
6/19/2023 4:00,112,19
6/19/2023 5:00,112,18
6/19/2023 6:00,136,16.5
6/19/2023 7:00,208,16.5
6/19/2023 8:00,196,17.5
6/19/2023 9:00,168,17
6/19/2023 10:00,152,17
6/19/2023 11:00,192,17
6/19/2023 12:00,176,17
6/19/2023 13:00,164,16
6/19/2023 14:00,144,16.5
6/19/2023 15:00,136,17.5
6/19/2023 16:00,184,17
6/19/2023 17:00,164,17
6/19/2023 18:00,232,17.5
6/19/2023 19:00,216,18
6/19/2023 20:00,180,17.5
6/19/2023 21:00,176,17.5
6/19/2023 22:00,176,17.5
6/19/2023 23:00,148,16
6/20/2023 0:00,148,17
6/20/2023 1:00,140,18
6/20/2023 2:00,108,18.5
6/20/2023 3:00,128,19
6/20/2023 4:00,116,19
6/20/2023 5:00,124,18
6/20/2023 6:00,128,17.5
6/20/2023 7:00,192,17
6/20/2023 8:00,148,17
6/20/2023 9:00,192,17
6/20/2023 10:00,184,17.5
6/20/2023 11:00,184,16.5
6/20/2023 12:00,220,16
6/20/2023 13:00,184,16.5
6/20/2023 14:00,168,17
6/20/2023 15:00,132,18
6/20/2023 16:00,156,16.5
6/20/2023 17:00,184,17
6/20/2023 18:00,212,16
6/20/2023 19:00,200,16
6/20/2023 20:00,196,17
6/20/2023 21:00,208,16.5
6/20/2023 22:00,156,16
6/20/2023 23:00,140,17
6/21/2023 0:00,136,16.5
6/21/2023 1:00,132,17.5
6/21/2023 2:00,124,18
6/21/2023 3:00,108,18
6/21/2023 4:00,112,18
6/21/2023 5:00,136,17.5
6/21/2023 6:00,184,18
6/21/2023 7:00,204,17
6/21/2023 8:00,196,17
6/21/2023 9:00,204,17
6/21/2023 10:00,184,17.5
6/21/2023 11:00,188,18
6/21/2023 12:00,172,17.5
6/21/2023 13:00,156,17.5
6/21/2023 14:00,148,17
6/21/2023 15:00,192,16.5
6/21/2023 16:00,176,16
6/21/2023 17:00,200,16
6/21/2023 18:00,200,16.5
6/21/2023 19:00,240,16.5
6/21/2023 20:00,184,17
6/21/2023 21:00,196,17
6/21/2023 22:00,184,16.5
6/21/2023 23:00,160,17.5
6/22/2023 0:00,124,17
6/22/2023 1:00,140,18
6/22/2023 2:00,104,19
6/22/2023 3:00,104,18.5
6/22/2023 4:00,108,19
6/22/2023 5:00,128,19
6/22/2023 6:00,156,18
6/22/2023 7:00,152,17.5
6/22/2023 8:00,176,17
6/22/2023 9:00,184,17.5
6/22/2023 10:00,200,17.5
6/22/2023 11:00,152,17.5
6/22/2023 12:00,188,18
6/22/2023 13:00,164,17.5
6/22/2023 14:00,160,16
6/22/2023 15:00,140,15.5
6/22/2023 16:00,124,15.5
6/22/2023 17:00,160,15.5
6/22/2023 18:00,160,15.5
6/22/2023 19:00,184,15
6/22/2023 20:00,176,15.5
6/22/2023 21:00,164,16
6/22/2023 22:00,164,16
6/22/2023 23:00,128,14.5
6/23/2023 0:00,120,15.5
6/23/2023 1:00,112,16.5
6/23/2023 2:00,112,17.5
6/23/2023 3:00,104,18
6/23/2023 4:00,104,18
6/23/2023 5:00,104,17
6/23/2023 6:00,152,15.5
6/23/2023 7:00,168,15
6/23/2023 8:00,200,15.5
6/23/2023 9:00,144,16
6/23/2023 10:00,148,16
6/23/2023 11:00,164,16
6/23/2023 12:00,152,16
6/23/2023 13:00,172,16.5
6/23/2023 14:00,144,16
6/23/2023 15:00,156,16.5
6/23/2023 16:00,144,15.5
6/23/2023 17:00,176,15.5
6/23/2023 18:00,208,15.5
6/23/2023 19:00,212,15
6/23/2023 20:00,152,16
6/23/2023 21:00,144,16.5
6/23/2023 22:00,148,16
6/23/2023 23:00,148,15
6/24/2023 0:00,116,16
6/24/2023 1:00,100,17
6/24/2023 2:00,112,17.5
6/24/2023 3:00,104,18
6/24/2023 4:00,112,18.5
6/24/2023 5:00,100,17
6/24/2023 6:00,140,15.5
6/24/2023 7:00,148,16
6/24/2023 8:00,172,15.5
6/24/2023 9:00,176,16
6/24/2023 10:00,144,16
6/24/2023 11:00,208,16
6/24/2023 12:00,172,16
6/24/2023 13:00,152,15.5
6/24/2023 14:00,140,16
6/24/2023 15:00,132,15.5
6/24/2023 16:00,136,15
6/24/2023 17:00,148,14
6/24/2023 18:00,188,15
6/24/2023 19:00,204,15.5
6/24/2023 20:00,180,16.5
6/24/2023 21:00,156,16
6/24/2023 22:00,160,16
6/24/2023 23:00,164,16.5
